,datetime,solar_best_mw,solar_source,source,geo_name,geo_id
259,2021-01-11T19:00:00.000,17.7,P48,best_solar,Península,8741
260,2021-01-11T20:00:00.000,3.8,P48,best_solar,Península,8741
261,2021-01-11T21:00:00.000,3.7,P48,best_solar,Península,8741
262,2021-01-11T22:00:00.000,0,Forecast,best_solar,Península,8741
263,2021-01-11T23:00:00.000,0,Forecast,best_solar,Península,8741
264,2021-01-12T00:00:00.000,0,Forecast,best_solar,Península,8741
265,2021-01-12T01:00:00.000,0,Forecast,best_solar,Península,8741
266,2021-01-12T02:00:00.000,0,Forecast,best_solar,Península,8741
267,2021-01-12T03:00:00.000,0,Forecast,best_solar,Península,8741
268,2021-01-12T04:00:00.000,0,Forecast,best_solar,Península,8741
269,2021-01-12T05:00:00.000,0,Forecast,best_solar,Península,8741
270,2021-01-12T06:00:00.000,0.5,P48,best_solar,Península,8741
271,2021-01-12T07:00:00.000,4.6,P48,best_solar,Península,8741
272,2021-01-12T08:00:00.000,126.8,P48,best_solar,Península,8741
273,2021-01-12T09:00:00.000,1432.8,P48,best_solar,Península,8741
274,2021-01-12T10:00:00.000,3674.7,P48,best_solar,Península,8741
275,2021-01-12T11:00:00.000,5012.7,P48,best_solar,Península,8741
276,2021-01-12T12:00:00.000,5556.7,P48,best_solar,Península,8741
277,2021-01-12T13:00:00.000,5701.7,P48,best_solar,Península,8741
278,2021-01-12T14:00:00.000,5652.4,P48,best_solar,Península,8741
279,2021-01-12T15:00:00.000,4939.8,P48,best_solar,Península,8741
280,2021-01-12T16:00:00.000,3306.9,P48,best_solar,Península,8741
281,2021-01-12T17:00:00.000,1193.3,P48,best_solar,Península,8741
282,2021-01-12T18:00:00.000,98.2,P48,best_solar,Península,8741
283,2021-01-12T19:00:00.000,38.8,P48,best_solar,Península,8741
284,2021-01-12T20:00:00.000,0.1,P48,best_solar,Península,8741
285,2021-01-12T21:00:00.000,0,Forecast,best_solar,Península,8741
286,2021-01-12T22:00:00.000,0,Forecast,best_solar,Península,8741
287,2021-01-12T23:00:00.000,18.4,P48,best_solar,Península,8741
288,2021-01-13T00:00:00.000,0,Forecast,best_solar,Península,8741
289,2021-01-13T01:00:00.000,0,Forecast,best_solar,Península,8741
290,2021-01-13T02:00:00.000,0,Forecast,best_solar,Península,8741
291,2021-01-13T03:00:00.000,0,Forecast,best_solar,Península,8741
292,2021-01-13T04:00:00.000,0,Forecast,best_solar,Península,8741
293,2021-01-13T05:00:00.000,0,Forecast,best_solar,Península,8741
294,2021-01-13T06:00:00.000,0.5,P48,best_solar,Península,8741
295,2021-01-13T07:00:00.000,19.7,P48,best_solar,Península,8741
296,2021-01-13T08:00:00.000,127,P48,best_solar,Península,8741
297,2021-01-13T09:00:00.000,1398.7,P48,best_solar,Península,8741
298,2021-01-13T10:00:00.000,3502.6,P48,best_solar,Península,8741
299,2021-01-13T11:00:00.000,4882.7,P48,best_solar,Península,8741
300,2021-01-13T12:00:00.000,5446.8,P48,best_solar,Península,8741
301,2021-01-13T13:00:00.000,5618.8,P48,best_solar,Península,8741
302,2021-01-13T14:00:00.000,5396.6,P48,best_solar,Península,8741
303,2021-01-13T15:00:00.000,4859.1,P48,best_solar,Península,8741
304,2021-01-13T16:00:00.000,3366.4,P48,best_solar,Península,8741
305,2021-01-13T17:00:00.000,1119.3,P48,best_solar,Península,8741
306,2021-01-13T18:00:00.000,76.2,P48,best_solar,Península,8741
307,2021-01-13T19:00:00.000,7.7,P48,best_solar,Península,8741
308,2021-01-13T20:00:00.000,0,Forecast,best_solar,Península,8741
309,2021-01-13T21:00:00.000,0,Forecast,best_solar,Península,8741
310,2021-01-13T22:00:00.000,0,Forecast,best_solar,Península,8741
311,2021-01-13T23:00:00.000,0,Forecast,best_solar,Península,8741
312,2021-01-14T00:00:00.000,0,Forecast,best_solar,Península,8741
313,2021-01-14T01:00:00.000,0,Forecast,best_solar,Península,8741
314,2021-01-14T02:00:00.000,0,Forecast,best_solar,Península,8741
315,2021-01-14T03:00:00.000,0,Forecast,best_solar,Península,8741
316,2021-01-14T04:00:00.000,0,Forecast,best_solar,Península,8741
317,2021-01-14T05:00:00.000,0,Forecast,best_solar,Península,8741
318,2021-01-14T06:00:00.000,0.5,P48,best_solar,Península,8741
319,2021-01-14T07:00:00.000,19.9,P48,best_solar,Península,8741
320,2021-01-14T08:00:00.000,168.1,P48,best_solar,Península,8741
321,2021-01-14T09:00:00.000,1568.4,P48,best_solar,Península,8741
322,2021-01-14T10:00:00.000,3515.2,P48,best_solar,Península,8741
323,2021-01-14T11:00:00.000,4757,P48,best_solar,Península,8741
324,2021-01-14T12:00:00.000,5304.1,P48,best_solar,Península,8741
325,2021-01-14T13:00:00.000,5501.8,P48,best_solar,Península,8741
326,2021-01-14T14:00:00.000,5349.9,P48,best_solar,Península,8741
327,2021-01-14T15:00:00.000,4653.7,P48,best_solar,Península,8741
328,2021-01-14T16:00:00.000,3218.2,P48,best_solar,Península,8741
329,2021-01-14T17:00:00.000,1088.1,P48,best_solar,Península,8741
330,2021-01-14T18:00:00.000,65.5,P48,best_solar,Península,8741
331,2021-01-14T19:00:00.000,0.3,P48,best_solar,Península,8741
332,2021-01-14T20:00:00.000,0.6,P48,best_solar,Península,8741
333,2021-01-14T21:00:00.000,0.5,P48,best_solar,Península,8741
334,2021-01-14T22:00:00.000,0.2,P48,best_solar,Península,8741
335,2021-01-14T23:00:00.000,0.2,P48,best_solar,Península,8741
336,2021-01-15T00:00:00.000,0.4,P48,best_solar,Península,8741
337,2021-01-15T01:00:00.000,0.3,P48,best_solar,Península,8741
338,2021-01-15T02:00:00.000,0.3,P48,best_solar,Península,8741
339,2021-01-15T03:00:00.000,0.2,P48,best_solar,Península,8741
340,2021-01-15T04:00:00.000,0.2,P48,best_solar,Península,8741
341,2021-01-15T05:00:00.000,0.3,P48,best_solar,Península,8741
